"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.surveycode","Approve","Reject"
"3MDWE879UI4BXQGABPA4O4O2BI2B9W","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3A7Y0R2P2PQA2PTETZZ1REPIQCPXJS","A31ZHT1TVCFADY","Submitted","Sun Jul 29 18:08:35 PDT 2018","Sun Jul 29 18:14:24 PDT 2018","Wed Aug 01 18:14:24 PDT 2018","","","","349","100% (5/5)","100% (4/4)","0% (0/0)","0","MTURK_TASK_Cc750d1387ddd43e38916b46eae6b9989"
"3MDWE879UI4BXQGABPA4O4O2BI2B9W","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3PM8NZGV8ZIROCXROPJAOF144A5XQD","AAEZQL4J6CQGM","Submitted","Mon Jul 30 10:27:21 PDT 2018","Mon Jul 30 10:36:42 PDT 2018","Thu Aug 02 10:36:42 PDT 2018","","","","561","100% (5/5)","100% (3/3)","100% (1/1)","0","MTURK_TASK_C66039d2ad2d94b7ab87543a903dc200e"
"3MDWE879UI4BXQGABPA4O4O2BI2B9W","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3TMFV4NEP9G6T8S5SQ6O052X10LW8C","AIAH4HPMI1EPQ","Submitted","Mon Jul 30 04:19:12 PDT 2018","Mon Jul 30 04:40:50 PDT 2018","Thu Aug 02 04:40:50 PDT 2018","","","","1298","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_I1a76e9a9cc614785898e253a0edcb64e"
"3UUIU9GZC67SSP8F8LO8CIPMVTJ5TP","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","35K3O9HUACFLRNG1F4IOORCJH2MEFS","A25KKISLF6V7LO","Submitted","Mon Jul 30 10:31:11 PDT 2018","Mon Jul 30 10:40:52 PDT 2018","Thu Aug 02 10:40:52 PDT 2018","","","","581","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C4625f20b633b4e5795e0e459da8b4f94"
"3UUIU9GZC67SSP8F8LO8CIPMVTJ5TP","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3C2NJ6JBKBJ5KZH2K860UVC3MPV2NW","A1VA8DU2RN45CJ","Submitted","Mon Jul 30 09:39:11 PDT 2018","Mon Jul 30 09:50:55 PDT 2018","Thu Aug 02 09:50:55 PDT 2018","","","","704","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C60d3a3565ed7460fa8b067978690b60b"
"3UUIU9GZC67SSP8F8LO8CIPMVTJ5TP","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3K772S5NP9D55J77AU6ORCOWXDYHEK","A1A6P3E6P6ZHLU","Submitted","Sun Jul 29 11:08:11 PDT 2018","Sun Jul 29 11:15:35 PDT 2018","Wed Aug 01 11:15:35 PDT 2018","","","","444","100% (2/2)","100% (2/2)","100% (1/1)","0","MTURK_TASK_C1faa276c5f3d4705815846f71415a0f5"
"3UUIU9GZC67SSP8F8LO8CIPMVTJ5TP","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3R9WASFE20IJ2I7XBRW191D153WZFA","A35065ZCC1QJ7M","Submitted","Sun Jul 29 08:00:33 PDT 2018","Sun Jul 29 08:16:07 PDT 2018","Wed Aug 01 08:16:07 PDT 2018","","","","934","100% (6/6)","100% (6/6)","0% (0/0)","0","MTURK_TASK_I4aaed2d5939c4681b47833d85d9f80cb"
"3UUIU9GZC67SSP8F8LO8CIPMVTJ5TP","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3TAYZSBPLMA20C97S4NMTPM99PE2SL","A211E9BDE9L25U","Submitted","Mon Jul 30 10:04:24 PDT 2018","Mon Jul 30 10:25:08 PDT 2018","Thu Aug 02 10:25:08 PDT 2018","","","","1244","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_C03123d9c62aa44db9f7ee92e45d3ea90"
"3TD33TP5DM4P29QF3VO4KZZMH0KBAB","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","388U7OUMF83J3N6GYSJ3KROYQNC0R8","AC3A5T3ILXJRQ","Submitted","Sun Jul 29 22:42:03 PDT 2018","Sun Jul 29 22:54:20 PDT 2018","Wed Aug 01 22:54:20 PDT 2018","","","","737","0% (0/0)","0% (0/0)","0% (0/0)","0","MTURK_TASK_Ce3de3dc9c7294193b430a84f14fa24f2"
"3TD33TP5DM4P29QF3VO4KZZMH0KBAB","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","39K0FND3AIHO7KR6LMKFNY61TH6MA4","A1BA17SQL5FWAF","Submitted","Sat Jul 28 14:22:00 PDT 2018","Sat Jul 28 14:32:39 PDT 2018","Tue Jul 31 14:32:39 PDT 2018","","","","639","100% (1/1)","100% (1/1)","100% (1/1)","0","MTURK_TASK_I5635586c2d454698950742dfae1dd69d"
"3TD33TP5DM4P29QF3VO4KZZMH0KBAB","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3GDTJDAPVVDAOWYROO01R7063UL8M3","A3U58Y73JK9JOT","Submitted","Sat Jul 28 17:23:53 PDT 2018","Sat Jul 28 17:43:01 PDT 2018","Tue Jul 31 17:43:01 PDT 2018","","","","1148","100% (3/3)","100% (2/2)","0% (0/0)","0","MTURK_TASK_C2194843e99de429c95f001e934c14b73"
"3TD33TP5DM4P29QF3VO4KZZMH0KBAB","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3LOTDFNYA81F8N2S04CUAXJJO6TFWB","A1IZ4NX41GKU4X","Submitted","Mon Jul 30 10:47:10 PDT 2018","Mon Jul 30 10:57:51 PDT 2018","Thu Aug 02 10:57:51 PDT 2018","","","","641","100% (5/5)","100% (3/3)","100% (1/1)","0","MTURK_TASK_Ce432fa29ab394ccb8ae34680a48aaf71"
"3TD33TP5DM4P29QF3VO4KZZMH0KBAB","3C7PNR93YGZSWEU1YDMKTJCZPNLE4P","¡Charlemos en spanglish! (0728)","Usted y su compañero (un sistema de diálogo por computadora) tienen exactamente un amigo en común, y deben conversar entre ustedes para encontrar a ese amigo en común.","chat, Spanish, Español","$2.00","Sat Jul 28 14:05:40 PDT 2018","9","BatchId:3320698;OriginalHitTemplateId:920937340;","1800","259200","Sat Aug 04 14:05:40 PDT 2018","","","3WQ3B2KGE9IWU5A9YE1DYH24DOY1B8","A21TIBPEO824YA","Submitted","Sat Jul 28 14:39:22 PDT 2018","Sat Jul 28 14:50:05 PDT 2018","Tue Jul 31 14:50:05 PDT 2018","","","","643","100% (6/6)","100% (3/3)","0% (0/0)","0","MTURK_TASK_C94e03aa9c92c464b87605cef9f9bd998"